uniprot_id,protein_name,organism,organism_id,gene_name,length,function
A0A7U9Q1B4,A0A7U9Q1B4_9ACTN Terpene synthase,Streptomyces chrestomyceticus JCM 4735,1306181,cyc2,781,
A0A7W3LMV9,A0A7W3LMV9_ACTNM Terpene synthase,Actinomadura namibiensis,182080,HNR61_002692,734,
A0A7W3LPV3,A0A7W3LPV3_ACTNM Terpene synthase,Actinomadura namibiensis,182080,HNR61_003736,364,
A0A7W3LW22,A0A7W3LW22_ACTNM Terpene synthase,Actinomadura namibiensis,182080,HNR61_006988,378,
A0A7W3N011,A0A7W3N011_9ACTN Terpene synthase,Thermomonospora cellulosilytica,1411118,HNR21_003928,729,
A0A7W3NWS0,A0A7W3NWS0_STRMR Terpene synthase,Streptomyces murinus,33900,HDA42_007353,426,
A0A7W3VWG4,A0A7W3VWG4_9PSEU Terpene synthase,Amycolatopsis dendrobii,2760662,H4281_15370,370,
A0A7W5F3T0,A0A7W5F3T0_9ACTN Terpene synthase,Streptomyces violarus,67380,FHS41_005551,313,
A0A7W5FFJ4,A0A7W5FFJ4_9ACTN Terpene synthase,Actinoplanes campanulatus,113559,FHR83_004087,347,
A0A7W7C648,A0A7W7C648_9PSEU Terpene synthase,Crossiella cryophila,43355,HNR67_000027,386,
A0A7W7DX78,A0A7W7DX78_9ACTN Terpene synthase,Streptomyces luteogriseus,68233,BJ965_007557,412,
A0A7W7FV48,A0A7W7FV48_9PSEU Terpene synthase,Crossiella cryophila,43355,HNR67_005025,775,
A0A7W7GXG0,A0A7W7GXG0_9ACTN 2-methylisoborneol synthase,Actinoplanes octamycinicus,135948,BJY16_003553,377,
A0A7W7HR96,A0A7W7HR96_9ACTN Terpene synthase,Actinoplanes lobatus,113568,BJ964_009193,347,
A0A7W7LGD5,A0A7W7LGD5_STRNE Terpene synthase,Streptomyces netropsis,55404,FHS38_005750,412,
A0A7W7LPG3,A0A7W7LPG3_9ACTN Terpene synthase,Streptomyces olivoverticillatus,66427,FHS39_002459,400,
A0A7W7PC62,A0A7W7PC62_STRNE Terpene synthase,Streptomyces netropsis,55404,FHS38_001364,758,
A0A7W7QZ20,A0A7W7QZ20_KITKI Terpene synthase,Kitasatospora kifunensis,58351,FHR34_001454,399,
A0A7W7S721,A0A7W7S721_9ACTN Terpene synthase,Kitasatospora gansuensis,258050,F4556_000659,369,
A0A7W7UA08,A0A7W7UA08_9ACTN Terpene synthase,Streptomyces nymphaeiformis,2663842,GGE06_007939,468,
A0A7W7VNI6,A0A7W7VNI6_9ACTN Terpene synthase,Streptosporangium saharense,1706840,FHS44_003632,785,
A0A7W7VZ41,A0A7W7VZ41_KITKI Terpene synthase,Kitasatospora kifunensis,58351,FHR34_006308,416,
A0A7W7W404,A0A7W7W404_9ACTN Terpene synthase,Lipingzhangella halophila,1783352,F4561_004417,750,
A0A7W8AEY7,A0A7W8AEY7_9ACTN 2-methylisoborneol synthase,Nonomuraea endophytica,714136,HNR40_010379,378,
A0A7W8AR59,A0A7W8AR59_STRST Terpene synthase,Streptomyces spectabilis,68270,FHS40_001539,394,
A0A7W8AVA5,A0A7W8AVA5_STRST Terpene synthase,Streptomyces spectabilis,68270,FHS40_003730,360,
A0A7W8BC95,A0A7W8BC95_STREU Terpene synthase,Streptomyces eurocidicus,66423,FHS36_003645,434,
A0A7W8BJB4,A0A7W8BJB4_STREU Terpene synthase,Streptomyces eurocidicus,66423,FHS36_006022,383,
A0A7W8QID1,A0A7W8QID1_9ACTN Terpene synthase,Nocardiopsis composta,157465,HDA36_001116,755,
A0A7W8QPP2,A0A7W8QPP2_9ACTN Terpene synthase,Nocardiopsis composta,157465,HDA36_003395,751,
A0A7W9G5F3,A0A7W9G5F3_9ACTN Terpene synthase,Nonomuraea jabiensis,882448,HD596_004360,388,
A0A7W9HH84,A0A7W9HH84_9PSEU Terpene synthase,Saccharothrix ecbatanensis,1105145,F4560_002030,367,
A0A7W9J5E9,A0A7W9J5E9_9ACTN Terpene synthase,Kribbella italica,1540520,HDA39_002695,774,
A0A7W9KNM4,A0A7W9KNM4_9PSEU 2-methylisoborneol synthase,Kutzneria kofuensis,103725,BJ998_007072,409,
A0A7W9PPH8,A0A7W9PPH8_9ACTN Terpene synthase,Streptomyces echinatus,67293,FHS34_000973,350,
A0A7W9UMF6,A0A7W9UMF6_9NOCA 2-methylisoborneol synthase,Nocardia transvalensis,37333,BJY24_006612,471,
A0A7W9WKA8,A0A7W9WKA8_9ACTN Terpene synthase,Streptomyces paradoxus,66375,HNR57_005328,441,
A0A7X0G6H5,A0A7X0G6H5_9ACTN Terpene synthase,Actinomadura coerulea,46159,BKA00_007240,397,
A0A7X0NKT6,A0A7X0NKT6_9ACTN Terpene synthase,Nonomuraea rubra,46180,HD593_000049,747,
A0A7X0NVF4,A0A7X0NVF4_9ACTN Terpene synthase,Nonomuraea rubra,46180,HD593_005105,381,
A0A7X1I4G7,A0A7X1I4G7_9ACTN Terpene synthase,Streptomyces mexicanus,178566,H1R13_25090,361,
A0A7X1IXT6,A0A7X1IXT6_9ACTN Terpene synthase,Streptomyces cupreus,2759956,H4N64_02785,381,
A0A7X1J8P0,A0A7X1J8P0_9ACTN Terpene synthase,Streptomyces cupreus,2759956,H4N64_29785,347,
A0A7X5X4U4,A0A7X5X4U4_STRMQ Terpene synthase,Streptomyces malaysiensis,92644,SMALB_4677,780,
A0A7X6AW54,A0A7X6AW54_STRMQ Terpene synthase,Streptomyces malaysiensis,92644,SMALB_1806,433,
A0A7X6L9I2,A0A7X6L9I2_9NOCA 2-methylisoborneol synthase,Nocardia gamkensis,352869,HGB38_28345,510,
A0A7X6M113,A0A7X6M113_9NOCA 2-methylisoborneol synthase,Nocardia veterana,132249,HGA07_17550,433,
A0A7X6MF46,A0A7X6MF46_9ACTN 2-methylisoborneol synthase,Nocardiopsis alborubida,146802,HGB44_22310,443,
A0A7Y7B1S9,A0A7Y7B1S9_STRMO Terpene synthase,Streptomyces morookaense,1970,HG542_06400,387,
A0A7Y7B3Q2,A0A7Y7B3Q2_STRMO Terpene synthase,Streptomyces morookaense,1970,HG542_12415,388,
A0A7Y7XWJ5,A0A7Y7XWJ5_9PSED Terpene synthase,Pseudomonas gingeri,117681,HX845_06715,369,
A0A7Y7YA16,A0A7Y7YA16_9PSED Terpene synthase,Pseudomonas gingeri,117681,HX876_09310,364,
A0A7Y9EFD4,A0A7Y9EFD4_9ACTN Terpene synthase,Actinomadura luteofluorescens,46163,BJY14_002484,397,
A0A7Y9G802,A0A7Y9G802_9ACTN Terpene synthase,Actinomadura citrea,46158,BJ999_001890,397,
A0A7Y9XH38,A0A7Y9XH38_9ACTN 2-methylisoborneol synthase,Nocardiopsis sinuspersici,501010,HNR06_005295,447,
A0A7Z0ERN2,A0A7Z0ERN2_9ACTN 2-methylisoborneol synthase,Nocardiopsis aegyptia,220378,HNR10_004927,454,
A0A7Z6MTH2,A0A7Z6MTH2_PSEFL Terpene synthase,Pseudomonas fluorescens,294,DL347_27120,370,
A0A803NU99,A0A803NU99_CANSA (+)-delta-cadinene synthase,Cannabis sativa,3483,,464,
A0A803QAA9,A0A803QAA9_CANSA Terpene synthase,Cannabis sativa,3483,,531,
A0A804LMB4,A0A804LMB4_MAIZE ent-copalyl diphosphate synthase,Zea mays,4577,CPPS2,833,
A0A804LWK1,A0A804LWK1_MAIZE Uncharacterized protein,Zea mays,4577,LOC542156,559,
A0A804LZN6,A0A804LZN6_MAIZE ent-copalyl diphosphate synthase,Zea mays,4577,an1,855,
A0A804MAK6,A0A804MAK6_MAIZE Kaurene synthase3,Zea mays,4577,LOC103645955,800,
A0A804MIX8,A0A804MIX8_MAIZE Uncharacterized protein,Zea mays,4577,LOC100281754,528,
A0A804NKD2,A0A804NKD2_MAIZE ent-copalyl diphosphate synthase,Zea mays,4577,LOC103655056,791,
A0A804NKD3,A0A804NKD3_MAIZE ent-copalyl diphosphate synthase,Zea mays,4577,LOC103655056,824,
A0A804PE88,A0A804PE88_MAIZE Uncharacterized protein,Zea mays,4577,,566,
A0A804RAL9,A0A804RAL9_MAIZE Terpene synthase N-terminal domain-containing protein,Zea mays,4577,LOC103640304,215,
A0A804RC57,A0A804RC57_MAIZE Uncharacterized protein,Zea mays,4577,,625,
A0A804RHZ3,A0A804RHZ3_MAIZE Terpene synthase metal-binding domain-containing protein,Zea mays,4577,,274,
A0A804RJN3,A0A804RJN3_MAIZE Terpene synthase N-terminal domain-containing protein,Zea mays,4577,,173,
A0A811MCP9,A0A811MCP9_9POAL ent-copalyl diphosphate synthase,Miscanthus lutarioriparius,422564,NCGR_LOCUS2970,859,
A0A811MW94,A0A811MW94_9POAL ent-copalyl diphosphate synthase,Miscanthus lutarioriparius,422564,NCGR_LOCUS7636,787,
A0A811PU99,A0A811PU99_9POAL Uncharacterized protein,Miscanthus lutarioriparius,422564,NCGR_LOCUS31063,523,
A0A811QR01,A0A811QR01_9POAL Uncharacterized protein,Miscanthus lutarioriparius,422564,NCGR_LOCUS44831,555,
A0A811R7I4,A0A811R7I4_9POAL Uncharacterized protein,Miscanthus lutarioriparius,422564,NCGR_LOCUS49380,546,
A0A811R7K6,A0A811R7K6_9POAL Uncharacterized protein,Miscanthus lutarioriparius,422564,NCGR_LOCUS49377,562,
A0A811R7R5,A0A811R7R5_9POAL Uncharacterized protein,Miscanthus lutarioriparius,422564,NCGR_LOCUS49378,452,
A0A811RW92,A0A811RW92_9POAL Uncharacterized protein,Miscanthus lutarioriparius,422564,NCGR_LOCUS57206,484,
A0A811SE92,A0A811SE92_9POAL Uncharacterized protein,Miscanthus lutarioriparius,422564,NCGR_LOCUS65166,541,
A0A811SJJ5,A0A811SJJ5_9POAL Uncharacterized protein,Miscanthus lutarioriparius,422564,NCGR_LOCUS65165,502,
A0A813R9E9,A0A813R9E9_9BILA Terpene synthase,Adineta steineri,433720,JYZ213_LOCUS4159,452,
A0A814KX22,A0A814KX22_9BILA Terpene synthase,Adineta steineri,433720,IZO911_LOCUS20648,369,
A0A814PRD3,A0A814PRD3_9BILA Geranylgeranyl pyrophosphate synthase,Adineta steineri,433720,BJG266_LOCUS21809,1069,
A0A814TSK3,A0A814TSK3_9BILA Terpene synthase,Adineta steineri,433720,BJG266_LOCUS19882,686,
A0A815P1M9,A0A815P1M9_9BILA Cytochrome P450,Adineta steineri,433720,JYZ213_LOCUS40174,827,
A0A816W3N1,A0A816W3N1_BRANA (rape) hypothetical protein,Brassica napus,3708,DARMORV10_A03P38860.1,882,
A0A819V026,A0A819V026_9BILA Geranylgeranyl pyrophosphate synthase,Adineta steineri,433720,OKA104_LOCUS35837,683,
A0A819XKT2,A0A819XKT2_9BILA Terpene synthase,Adineta steineri,433720,OXD698_LOCUS37661,323,
A0A834H231,A0A834H231_RHOSS Terpene synthase metal-binding domain-containing protein,Rhododendron simsii,118357,RHSIM_Rhsim04G0175100,324,
A0A834RDK6,A0A834RDK6_SARSC Terpene synthase,Sarcoptes scabiei,52283,SSS_8945,433,
A0A835A3Y3,A0A835A3Y3_9POAL Terpene synthase,Digitaria exilis,1010633,HU200_065442,571,
A0A835BS81,A0A835BS81_9POAL Sesquiterpene synthase,Digitaria exilis,1010633,HU200_028794,395,
A0A835BW14,A0A835BW14_9POAL Sesquiterpene synthase,Digitaria exilis,1010633,HU200_028795,340,
A0A835DUZ1,A0A835DUZ1_9POAL Terpene synthase,Digitaria exilis,1010633,HU200_065401,521,
A0A835ESQ0,A0A835ESQ0_9POAL Terpene synthase N-terminal domain-containing protein,Digitaria exilis,1010633,HU200_028796,228,
A0A835FCY0,A0A835FCY0_9POAL Terpene synthase N-terminal domain-containing protein,Digitaria exilis,1010633,HU200_013257,247,
A0A835FDP5,A0A835FDP5_9POAL Sesquiterpene synthase,Digitaria exilis,1010633,HU200_013258,502,
A0A835KTF6,A0A835KTF6_9POAL Terpene synthase,Digitaria exilis,1010633,HU200_004612,508,
A0A839E2X4,A0A839E2X4_9PSEU Terpene synthase,Halosaccharopolyspora lacisalsi,1000566,FHX42_003473,782,
A0A840P1Y9,A0A840P1Y9_9ACTN Terpene synthase,Thermocatellispora tengchongensis,1073253,HNP84_001186,773,
A0A840P7N1,A0A840P7N1_9ACTN Terpene synthase,Thermocatellispora tengchongensis,1073253,HNP84_005048,341,
A0A840QAR7,A0A840QAR7_9PSEU Terpene synthase,Saccharopolyspora phatthalungensis,664693,BJ970_007231,354,
A0A840WHT7,A0A840WHT7_9ACTN 2-methylisoborneol synthase,Nocardiopsis metallicus,179819,HNR07_000775,463,
A0A841AU02,A0A841AU02_9PSEU Terpene synthase,Amycolatopsis umgeniensis,336628,HDA45_000057,380,
A0A841CIG5,A0A841CIG5_9PSEU 2-methylisoborneol synthase,Saccharothrix tamanrassetensis,1051531,FHS29_003682,392,
A0A841FQM7,A0A841FQM7_9ACTN Terpene synthase,Phytomonospora endophytica,714109,HNR73_003726,375,
A0A846WDH1,A0A846WDH1_9NOCA 2-methylisoborneol synthase,Nocardia coubleae,356147,HGA10_28270,448,
A0A852Z4P8,A0A852Z4P8_9ACTN Terpene synthase,Actinopolyspora biskrensis,1470178,FHR84_004075,363,
A0A852ZAR0,A0A852ZAR0_9ACTN Terpene synthase,Actinopolyspora biskrensis,1470178,FHR84_003982,741,
A0A852ZYD0,A0A852ZYD0_9ACTN Terpene synthase,Allostreptomyces psammosilenae,1892865,FHU37_000225,355,
A0A8A8DH50,A0A8A8DH50_9BURK Terpene synthase,Burkholderia seminalis,488731,DT99_032740,360,
A0A8B0RIU9,A0A8B0RIU9_ARTAN ent-kaurene synthase,Artemisia annua,35608,,604,
A0A8B0RJM9,A0A8B0RJM9_ARTAN ent-kaurene synthase,Artemisia annua,35608,,794,
A0A8B0RKL5,A0A8B0RKL5_ARTAN ent-kaurene synthase,Artemisia annua,35608,,794,
A0A8D3WNS8,A0A8D3WNS8_STRFA Terpene synthase,Streptomyces pratensis (strain ATCC 33331 / IAF-45CD),591167,Sfla_5667,439,
A0A8E0R2B7,A0A8E0R2B7_9EURO Terpene cyclase,Aspergillus udagawae,91492,Aud_009609,700,
A0A8E0V1U3,A0A8E0V1U3_9EURO Geranylgeranyl pyrophosphate synthase,Aspergillus udagawae,91492,Aud_005366,550,
A0A8E1VUN8,A0A8E1VUN8_9PSEU Terpene synthase,Amycolatopsis echigonensis,2576905,H5411_05845,365,
A0A8E2ANT9,A0A8E2ANT9_9APHY Terpene synthase,Obba rivulosa,1052685,OBBRIDRAFT_735018,404,
A0A8E5HUQ3,A0A8E5HUQ3_USTVR Ent-kaurene synthase,Ustilaginoidea virens,1159556,UV8b_06093,970,
A0A8F2PHW6,A0A8F2PHW6_CHAFM Copalyl diphosphate synthase-like 3,Chamaecyparis formosensis,187461,CPS3,823,
A0A8F2PVY2,A0A8F2PVY2_CHAFM Copalyl diphosphate synthase-like 2,Chamaecyparis formosensis,187461,CPS2,862,
A0A8F2PW31,A0A8F2PW31_CHAFM Copalyl diphosphate synthase-like 1,Chamaecyparis formosensis,187461,CPS1,863,
A0A8F2TA91,A0A8F2TA91_CHAFM Kaurene synthase-like 1,Chamaecyparis formosensis,187461,KSL1,859,
A0A8F4SK84,A0A8F4SK84_9EURO Variediene,Aspergillus brasiliensis,319629,PTTS110,695,
A0A8F6T501,A0A8F6T501_9LAMI Ent-copalyl diphosphate synthase 1,Isodon lophanthoides var. gerardianus,669302,CPS6,819,
A0A8F6T6B3,A0A8F6T6B3_9LAMI Nezukol synthase,Isodon lophanthoides var. gerardianus,669302,KSL5,771,
A0A8F6T6Q0,A0A8F6T6Q0_9LAMI Miltiradiene synthase,Isodon lophanthoides var. gerardianus,669302,KSL1,597,
A0A8F6T6R7,A0A8F6T6R7_9LAMI Putative ent-kaurene synthase,Isodon lophanthoides var. gerardianus,669302,KSL3,790,
A0A8F8AM14,A0A8F8AM14_9LAMI Putative viridiflorene synthase,Leonurus sibiricus,405945,,546,
A0A8F9WLN8,A0A8F9WLN8_STERE ent-kaurene synthase,Stevia rebaudiana,55670,,784,
A0A8G0L1B7,A0A8G0L1B7_9HYPO Terpene synthase,Trichoderma simmonsii,1491479,H0G86_000254,223,
A0A8G1RQS6,A0A8G1RQS6_9EURO Terpenoid synthase,Aspergillus fijiensis CBS 313.89,1448319,BO72DRAFT_379636,318,
A0A8G1U9G2,A0A8G1U9G2_9ACTN Terpene synthase,Kitasatospora cineracea,88074,EDD39_6973,444,
A0A8G1VI44,A0A8G1VI44_9EURO Geranylgeranyl pyrophosphate synthase,Aspergillus piperis CBS 112811,1448313,BO85DRAFT_502640,696,
A0A8G1VL44,A0A8G1VL44_9EURO Terpenoid synthase,Aspergillus piperis CBS 112811,1448313,BO85DRAFT_459941,674,
A0A8G1VR22,A0A8G1VR22_9EURO Putative geranylgeranyl diphosphate synthase,Aspergillus piperis CBS 112811,1448313,BO85DRAFT_475527,762,
A0A8G1W009,A0A8G1W009_9EURO Geranylgeranyl pyrophosphate synthase,Aspergillus fijiensis CBS 313.89,1448319,BO72DRAFT_505561,702,
A0A8G1W3R8,A0A8G1W3R8_9EURO Terpenoid synthase,Aspergillus fijiensis CBS 313.89,1448319,BO72DRAFT_443596,286,
A0A8H3B1M9,A0A8H3B1M9_9AGAM Terpene synthase,Rhizoctonia solani,456999,RDB_LOCUS59041,387,
A0A8H3ECH3,A0A8H3ECH3_9LECA Terpene synthase,Heterodermia speciosa,116794,HETSPECPRED_003286,418,
A0A8H3FD00,A0A8H3FD00_9LECA Terpene synthase,Heterodermia speciosa,116794,HETSPECPRED_003793,437,
A0A8H3GYA0,A0A8H3GYA0_9AGAM Terpene synthase,Rhizoctonia solani,456999,RDB_LOCUS204077,138,
A0A8H3HQG9,A0A8H3HQG9_9AGAM Terpene synthase,Rhizoctonia solani,456999,RDB_LOCUS106252,353,
A0A8H3J2D9,A0A8H3J2D9_9LECA Terpene synthase,Heterodermia speciosa,116794,HETSPECPRED_001776,399,
A0A8H3J531,A0A8H3J531_9LECA Terpene synthase,Heterodermia speciosa,116794,PRX2,246,
A0A8H3RNQ3,A0A8H3RNQ3_9EURO Fusicoccadiene synthase,Aspergillus udagawae,91492,IFM46972_03469,639,
A0A8H3VXI7,A0A8H3VXI7_9PEZI Terpene synthase,Colletotrichum asianum,702518,GQ607_015479,396,
A0A8H3WD32,A0A8H3WD32_9PEZI Terpene synthase,Colletotrichum asianum,702518,GQ607_008083,426,
A0A8H3WUD3,A0A8H3WUD3_9PEZI Terpene synthase,Colletotrichum asianum,702518,GQ607_000608,383,
A0A8H4CUD7,A0A8H4CUD7_COLGL Terpene synthase,Colletotrichum gloeosporioides,474922,GCG54_00002431,426,
A0A8H4CXV3,A0A8H4CXV3_COLGL Terpene synthase,Colletotrichum gloeosporioides,474922,GCG54_00009839,396,
A0A8H4FLU3,A0A8H4FLU3_COLGL Terpene synthase,Colletotrichum gloeosporioides,474922,GCG54_00004309,380,
A0A8H4FQD5,A0A8H4FQD5_COLGL Terpene synthase,Colletotrichum gloeosporioides,474922,GCG54_00013756,398,
A0A8H4GUX5,A0A8H4GUX5_9EURO Geranylgeranyl pyrophosphate synthase,Aspergillus fumigatiaffinis,340414,CNMCM6805_001959,707,
A0A8H4J708,A0A8H4J708_9PEZI PH domain-containing protein,Botryosphaeria dothidea,55169,GTA08_BOTSDO00928,2373,
A0A8H4JPN3,A0A8H4JPN3_9HYPO Terpene synthase,Fusarium acutatum,78861,FACUT_6830,365,
A0A8H4KRW4,A0A8H4KRW4_9HYPO Terpene synthase,Fusarium austroafricanum,2364996,F53441_2858,387,
A0A8H4KVE3,A0A8H4KVE3_9HYPO Terpene synthase,Fusarium austroafricanum,2364996,F53441_1108,369,
A0A8H4L5K8,A0A8H4L5K8_9HYPO Terpene synthase,Fusarium albosuccineum,1237068,FALBO_11610,337,
A0A8H4M757,A0A8H4M757_9EURO Prenyl transferase AtmC,Aspergillus fumigatiaffinis,340414,CNMCM6805_009643,340,
A0A8H4MA81,A0A8H4MA81_9EURO Geranylgeranyl pyrophosphate synthase,Aspergillus fumigatiaffinis,340414,CNMCM6805_006956,779,
A0A8H4PW76,A0A8H4PW76_9HYPO Terpene synthase,Ophiocordyceps sinensis,72228,G6O67_003303,402,
A0A8H4TNH7,A0A8H4TNH7_9HYPO Terpene synthase,Fusarium gaditjirri,282569,FGADI_480,401,
A0A8H4VHP2,A0A8H4VHP2_9AGAR Terpene synthase,Agrocybe pediades,84607,D9613_012268,344,
A0A8H4VJ69,A0A8H4VJ69_9AGAR Terpene synthase,Agrocybe pediades,84607,D9613_003921,523,
A0A8H4X320,A0A8H4X320_9HYPO Terpene synthase,Fusarium gaditjirri,282569,FGADI_1871,351,
A0A8H4X562,A0A8H4X562_9HYPO Terpene synthase,Fusarium gaditjirri,282569,FGADI_249,401,
A0A8H4XQ18,A0A8H4XQ18_9HYPO Terpene synthase,Fusarium zealandicum,1053134,FZEAL_715,335,
A0A8H4Z6D1,A0A8H4Z6D1_FUSOX Terpene synthase,Fusarium oxysporum,5507,FOXYS1_15427,319,
A0A8H5A751,A0A8H5A751_FUSOX Terpene synthase,Fusarium oxysporum,5507,FOXYS1_10606,731,
A0A8H5CRE7,A0A8H5CRE7_9AGAR Terpene synthase,Tetrapyrgos nigripes,182062,D9758_013207,372,
A0A8H5G1U7,A0A8H5G1U7_9AGAR Terpene synthase,Leucocoprinus leucothites,201217,D9756_006577,518,
A0A8H5G4J8,A0A8H5G4J8_9AGAR Terpene synthase,Leucocoprinus leucothites,201217,D9756_001275,370,
A0A8H5G661,A0A8H5G661_9AGAR Terpene synthase,Leucocoprinus leucothites,201217,D9756_002983,404,
A0A8H5GIF4,A0A8H5GIF4_9AGAR Terpene synthase,Collybiopsis confluens,2823264,D9757_013677,351,
A0A8H5H289,A0A8H5H289_9AGAR Terpene synthase,Collybiopsis confluens,2823264,D9757_009969,588,
A0A8H5IAY9,A0A8H5IAY9_9HYPO Terpene synthase,Fusarium mexicanum,751941,FMEXI_13175,365,
A0A8H5IC41,A0A8H5IC41_9HYPO Terpene synthase,Fusarium napiforme,42672,FNAPI_12378,365,
A0A8H5JFZ1,A0A8H5JFZ1_9HYPO Terpene synthase,Fusarium napiforme,42672,FNAPI_6423,396,
A0A8H5L6R3,A0A8H5L6R3_9HYPO Terpene synthase,Fusarium pseudocircinatum,56676,FPCIR_8416,365,
A0A8H5MTZ6,A0A8H5MTZ6_9HYPO Terpene synthase,Fusarium mexicanum,751941,FMEXI_7513,375,
A0A8H5NEH1,A0A8H5NEH1_9HYPO Terpene synthase,Fusarium phyllophilum,47803,FPHYL_5341,365,
A0A8H5NF96,A0A8H5NF96_9HYPO Terpene synthase,Fusarium phyllophilum,47803,FPHYL_5356,399,
A0A8H5PGQ3,A0A8H5PGQ3_GIBSU Terpene synthase,Gibberella subglutinans,42677,FSUBG_8956,365,
A0A8H5PSF1,A0A8H5PSF1_GIBSU Terpene synthase,Gibberella subglutinans,42677,FSUBG_8154,365,
A0A8H5T8X8,A0A8H5T8X8_FUSHE Transcription factor domain-containing protein,Fusarium heterosporum,42747,FHETE_6965,886,
A0A8H5ULH0,A0A8H5ULH0_9HYPO Terpene synthase,Fusarium pseudoanthophilum,48495,FPANT_5545,365,
A0A8H5W6V0,A0A8H5W6V0_9HYPO Terpene synthase,Fusarium tjaetaba,1567544,FTJAE_1077,702,
A0A8H5WF75,A0A8H5WF75_9HYPO Terpene synthase,Fusarium denticulatum,48507,FDENT_13749,395,
A0A8H5YQD4,A0A8H5YQD4_9HYPO Terpene synthase,Fusarium globosum,78864,FGLOB1_2359,401,
A0A8H6DIB1,A0A8H6DIB1_9HYPO Transcription factor domain-containing protein,Fusarium globosum,78864,FGLOB1_2024,761,
A0A8H6FIP0,A0A8H6FIP0_9LECA Terpene synthase,Letharia lupina,560253,HO133_007372,361,
A0A8H6FSN5,A0A8H6FSN5_9LECA Terpene synthase,Letharia columbiana,112416,HO173_007850,418,
A0A8H6G7H4,A0A8H6G7H4_FUSOX Terpene synthase,Fusarium oxysporum f. sp. conglutinans,100902,HZS61_007760,403,
A0A8H6J1L0,A0A8H6J1L0_9PEZI Terpene synthase,Colletotrichum sojae,2175907,CSOJ01_10192,369,
A0A8H6K4R7,A0A8H6K4R7_9PEZI Terpene synthase,Colletotrichum plurivorum,2175906,CPLU01_10686,401,
A0A8H6KCS8,A0A8H6KCS8_9PEZI Terpene synthase,Colletotrichum plurivorum,2175906,CPLU01_08239,353,
A0A8H6NIE3,A0A8H6NIE3_9PEZI Terpene synthase,Colletotrichum musicola,2175873,CMUS01_06495,352,
A0A8H6NMX3,A0A8H6NMX3_9PEZI Terpene synthase,Colletotrichum plurivorum,2175906,CPLU01_02433,342,
A0A8H6NV40,A0A8H6NV40_9PEZI Terpene synthase,Colletotrichum musicola,2175873,CMUS01_02516,385,
A0A8H6RDF6,A0A8H6RDF6_9PEZI Terpene synthase,Pseudocercospora fuligena,685502,HII31_10114,443,
A0A8H6RF89,A0A8H6RF89_9PEZI Terpene synthase,Pseudocercospora fuligena,685502,HII31_09076,417,
A0A8H6U8K0,A0A8H6U8K0_9PEZI Terpene synthase,Colletotrichum musicola,2175873,CMUS01_00924,342,
A0A8H6UFB2,A0A8H6UFB2_9EURO Uncharacterized protein,Aspergillus hiratsukae,1194566,CNMCM5793_002398,736,
A0A8H6UHI7,A0A8H6UHI7_9EURO Geranylgeranyl pyrophosphate synthase,Aspergillus hiratsukae,1194566,CNMCM5793_002160,669,
A0A8H6USB6,A0A8H6USB6_9EURO Geranylgeranyl pyrophosphate synthase,Aspergillus hiratsukae,1194566,CNMCM6106_009378,703,
A0A8H6VU74,A0A8H6VU74_MYCCL Terpene synthase,Mycena chlorophos,658473,HMN09_01140600,423,
A0A8H6X8A6,A0A8H6X8A6_9AGAR Terpene synthase,Mycena sanguinolenta,230812,MSAN_02319700,400,
A0A8H6XAU0,A0A8H6XAU0_9AGAR Terpene synthase,Mycena venus,2733690,MVEN_02009000,387,
A0A8H6XLM2,A0A8H6XLM2_9AGAR Terpene synthase,Mycena sanguinolenta,230812,MSAN_02010700,408,
A0A8H6ZPC5,A0A8H6ZPC5_PLEOS Terpene synthase,Pleurotus ostreatus,5322,COP3_2,360,
A0A8H7A4H2,A0A8H7A4H2_PLEOS Terpene synthase,Pleurotus ostreatus,5322,COP3_1,366,
A0A8H7BDW1,A0A8H7BDW1_9PLEO Terpene synthase,Alternaria burnsii,1187904,GT037_001683,458,
A0A8H7DPD2,A0A8H7DPD2_PLEOS Terpene synthase,Pleurotus ostreatus,5322,COP4,339,
A0A8H7EY65,A0A8H7EY65_AGABI Terpene synthase,Agaricus bisporus var. burnettii,192524,Agabi119p4_8082,511,
A0A8H7XP09,A0A8H7XP09_PSICU Terpene synthase,Psilocybe cubensis,181762,JR316_010397,361,
A0A8H7XQ49,A0A8H7XQ49_PSICU Terpene synthase,Psilocybe cubensis,181762,JR316_011575,364,
A0A8H8CFI5,A0A8H8CFI5_PSICU Terpene synthase,Psilocybe cubensis,181762,JR316_010833,364,
A0A8H8RJJ3,A0A8H8RJJ3_9HELO Terpene synthase,Lachnellula subtilissima,602034,Ari1,371,
A0A8H8V7E6,A0A8H8V7E6_ORBOL Terpene synthase,Orbilia oligospora,2813651,TWF679_007397,335,
A0A8I0PHC4,A0A8I0PHC4_9ACTN Terpene synthase,Streptomyces stelliscabiei,146820,H4687_008695,457,
A0A8I2YL26,A0A8I2YL26_9AGAM Terpene synthase,Boletus reticuloceps,495285,JVT61DRAFT_3999,334,
A0A8I3A7F9,A0A8I3A7F9_9AGAM Terpene synthase,Boletus reticuloceps,495285,JVT61DRAFT_3998,397,
A0A8J3ZB10,A0A8J3ZB10_9ACTN Terpene synthase,Virgisporangium aurantiacum,175570,Vau01_083450,732,
